NODE_ID,NODE_TYPE,NODE_NAME,TURN_P,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK
2320122113,101,마송리508-1,0,20250512,,NODE0001,
2320037301,101,하성면 가금리 193-7,0,20250512,,NODE0001,
1690025302,101,삼산면 매음리 873-1,0,20250512,,NODE0001,
1690007703,101,연리35-7,0,20250512,,NODE0001,
2320015402,104,태리교차로,0,20250512,,NODE0001,
2320097302,101,프라임운양유치원,0,20250512,,NODE0001,
2320173303,101,학운리3237,0,20250512,,NODE0001,
1690010602,102,강화읍 관청리 750-22,0,20250512,,NODE0001,
2320019003,101,김포여중김포고앞교차로,0,20250512,,NODE0001,
2320206904,101,학운리4213,0,20250512,,NODE0001,
2320025801,101,김포시립도서관앞,0,20250512,,NODE0001,
2320078402,101,김포시육아종합지원센터,0,20250512,,NODE0001,
2320110103,101,신발산교차로,0,20250512,,NODE0001,
2320123312,101,마송리596,0,20250512,,NODE0001,
2320159301,101,이화삼거리,0,20250512,,NODE0001,
2320188903,101,학운리3136,0,20250512,,NODE0001,
2320001515,106,태리1-6,1,20250512,,NODE0001,
2320044907,101,양촌읍 학운리 3092,0,20250512,,NODE0001,
2320046506,101,양곡휴먼시아7단지아파트,0,20250512,,NODE0001,
2320006809,101,누산삼거리,0,20250512,,NODE0001,
1690041600,101,선원면 금월리 345-5,0,20250512,,NODE0001,
1690310700,107,최소노드배치점,0,20250512,,NODE0001,
1690318400,107,최소노드배치점,0,20250512,,NODE0001,
1690056400,101,송해면 하도리 964-2,0,20250512,,NODE0001,
1690071500,101,삼산면 매음리 1055,0,20250512,,NODE0001,
2320254400,101,통진읍 귀전리 163-9,0,20250512,,NODE0001,
1690084000,101,불은면 두운리 1159-3,0,20250512,,NODE0001,
2320406500,101,감정동 687,0,20250512,,NODE0001,
1690087900,101,교동면 난정리 1432-14,0,20250512,,NODE0001,
1690091300,101,교동면 삼선리 756-2,0,20250512,,NODE0001,
2320490900,101,하성면 마조리 824,0,20250512,,NODE0001,
1690102400,101,화도면 내리 1958,0,20250512,,NODE0001,
2320271600,101,통진읍 가현리 867-15,0,20250512,,NODE0001,
1690118600,101,하점면 창후리 892-1,0,20250512,,NODE0001,
1690269600,101,길상면 초지리 493,0,20250512,,NODE0001,
2320429100,101,풍무동 662-147,0,20250512,,NODE0001,
1690134100,101,교동면 대룡리 647-2,0,20250512,,NODE0001,
2320444500,101,대곶면 대벽리 431-1,0,20250512,,NODE0001,
1690181600,101,강화읍 신문리 598-4,0,20250512,,NODE0001,
2320461500,101,양촌읍 학운리 726-5,0,20250512,,NODE0001,
1690225600,107,최소노드배치점,0,20250512,,NODE0001,
1690229000,107,최소노드배치점,0,20250512,,NODE0001,
1690230600,107,최소노드배치점,0,20250512,,NODE0001,
2320469200,107,최소노드배치점,0,20250512,,NODE0001,
2320357400,107,최소노드배치점,0,20250512,,NODE0001,
1690282500,107,최소노드배치점,0,20250512,,NODE0001,
1690282700,107,최소노드배치점,0,20250512,,NODE0001,
1690249600,107,최소노드배치점,0,20250512,,NODE0001,
1690000506,101,전등사입구교차로,0,20250512,,NODE0001,
2320012304,101,풍무고등학교앞,0,20250512,,NODE0001,
2320035402,103,속성변화점,0,20250512,,NODE0001,
2320203103,102,학운리4245,0,20250512,,NODE0001,
2320000704,104,원당교(남측),0,20250512,,NODE0001,
2320048701,101,대보천교(동측),0,20250512,,NODE0001,
2320049702,106,삼일약품교역,0,20250512,,NODE0001,
2320038205,101,대벽리1350-3,0,20250512,,NODE0001,
2320199004,101,걸포동268-2,0,20250512,,NODE0001,
2320077201,101,장기동 1864,0,20250512,,NODE0001,
2320175102,101,학운리1374-21,0,20250512,,NODE0001,
1690012404,101,초지리705-1,0,20250512,,NODE0001,
2320067504,101,마산동 683,0,20250512,,NODE0001,
2320186503,101,학운리3922,0,20250512,,NODE0001,
2320196105,101,대곶면 대벽리 872-2,0,20250512,,NODE0001,
2320042513,101,학운리3583-1,0,20250512,,NODE0001,
2320045302,101,양촌읍 학운리 3096,0,20250512,,NODE0001,
2320066702,104,무명교4(서측),0,20250512,,NODE0001,
2320066402,101,마산동 686,0,20250512,,NODE0001,
2320097501,101,운양동1374,0,20250512,,NODE0001,
2320197302,104,대곶면 대벽리 438-5,0,20250512,,NODE0001,
2320204303,101,대명교차로,0,20250512,,NODE0001,
2320093105,101,운양동 1346,0,20250512,,NODE0001,
2320059401,101,구래동 6920,0,20250512,,NODE0001,
2320020101,103,속성변화점,0,20250512,,NODE0001,
2320060301,101,구래동 6912,0,20250512,,NODE0001,
2320180002,101,옹정리182-27,0,20250512,,NODE0001,
1690005302,101,철산삼거리,0,20250512,,NODE0001,
2320018601,103,속성변화점,0,20250512,,NODE0001,
2320201105,101,향산리27-4,0,20250512,,NODE0001,
2320099901,101,샘재사거리,0,20250512,,NODE0001,
2320163003,101,구래동산727,0,20250512,,NODE0001,
2320055402,106,서촌교차로,0,20250512,,NODE0001,
2320076504,101,장기동 1795,0,20250512,,NODE0001,
2320082101,101,장기동 1784,0,20250512,,NODE0001,
2320095204,101,운양동1256-2,0,20250512,,NODE0001,
2320088402,101,운양동 1397-1,0,20250512,,NODE0001,
2320159303,101,이화삼거리,0,20250512,,NODE0001,
2320006910,101,하성입구삼거리,0,20250512,,NODE0001,
2320078602,101,장기동행정복지센터,0,20250512,,NODE0001,
2320004511,101,지경사거리,1,20250512,,NODE0001,
2320173403,101,양촌읍 학운리 3418,0,20250512,,NODE0001,
2320007030,101,마송초교교차로,0,20250512,,NODE0001,
2320076803,101,우리은행김포장기지점,0,20250512,,NODE0001,
2320007313,101,소망마을삼거리,0,20250512,,NODE0001,
2320003309,101,북변삼거리,1,20250512,,NODE0001,
2320210300,104,교량(동측),0,20250512,,NODE0001,
1690045300,101,불은면 넙성리 435-2,0,20250512,,NODE0001,
1690301400,107,최소노드배치점,0,20250512,,NODE0001,
2320003905,101,검은다리사거리,1,20250512,,NODE0001,
2320001910,106,장곡교차로,0,20241129,,NODE0001,
2320007017,101,백석마을삼거리,1,20241129,,NODE0001,
2320400100,101,풍무동 662-153,0,20250512,,NODE0001,
1690266000,101,길상면 초지리 1251-483,0,20250512,,NODE0001,
2320265700,101,하성면 원산리 16-3,0,20250512,,NODE0001,
2320270700,101,길훈아파트앞교차로,0,20250512,,NODE0001,
2320272500,101,양촌읍 유현리 0-2,0,20250512,,NODE0001,
2320420700,101,대곶면 상마리 372,0,20250512,,NODE0001,
2320288600,101,통진읍 서암리 933-36,0,20250512,,NODE0001,
2320436900,101,양촌읍 학운리 3431,0,20250512,,NODE0001,
2320303900,101,고촌읍 태리 218,0,20250512,,NODE0001,
2320440000,101,걸포동 1200-1,0,20250512,,NODE0001,
1690153500,101,길상면 온수리 44-33,0,20250512,,NODE0001,
2320312900,101,양촌읍 양곡리 1493,0,20250512,,NODE0001,
2320229200,101,통진읍 수참리 527-61,0,20250512,,NODE0001,
1690057900,101,길상면 온수리 41-1,0,20250512,,NODE0001,
